Id,Predicted
5895,0.38688524590163936
7122,0.9859154929577465
6173,0.38688524590163936
6142,0.38688524590163936
5358,0.38688524590163936
6095,0.38688524590163936
6878,0.38688524590163936
6554,0.38688524590163936
6793,0.38688524590163936
7286,0.38688524590163936
6076,0.38688524590163936
5134,0.38688524590163936
5419,0.38688524590163936
6255,0.38688524590163936
5656,0.38688524590163936
6934,0.38688524590163936
6028,0.38688524590163936
6490,0.38688524590163936
6415,0.38688524590163936
7087,0.38688524590163936
5420,0.38688524590163936
5977,0.38688524590163936
6824,0.9859154929577465
5207,0.38688524590163936
7115,0.38688524590163936
7250,0.38688524590163936
6010,0.38688524590163936
6088,0.38688524590163936
5682,0.38688524590163936
7201,0.38688524590163936
6938,0.38688524590163936
6875,0.38688524590163936
5953,0.38688524590163936
5942,0.38688524590163936
5382,0.38688524590163936
6377,0.38688524590163936
5931,0.38688524590163936
5992,0.38688524590163936
5790,0.38688524590163936
6753,0.38688524590163936
6562,0.38688524590163936
7046,0.38688524590163936
5868,0.38688524590163936
5784,0.38688524590163936
5878,0.38688524590163936
5110,0.38688524590163936
5210,0.38688524590163936
7230,0.38688524590163936
5005,0.38688524590163936
6871,0.38688524590163936
5363,0.9859154929577465
7253,0.38688524590163936
6055,0.38688524590163936
5072,0.38688524590163936
6913,0.38688524590163936
6386,0.38688524590163936
5634,0.38688524590163936
5758,0.38688524590163936
6819,0.38688524590163936
7088,0.38688524590163936
5039,0.38688524590163936
5532,0.38688524590163936
6037,0.38688524590163936
6322,0.38688524590163936
6887,0.38688524590163936
6660,0.38688524590163936
5451,0.38688524590163936
6014,0.38688524590163936
5556,0.38688524590163936
6346,0.38688524590163936
5850,0.38688524590163936
5940,0.38688524590163936
7119,0.38688524590163936
5253,0.38688524590163936
6851,0.9859154929577465
6695,0.38688524590163936
6908,0.38688524590163936
7255,0.38688524590163936
5674,0.38688524590163936
6278,0.38688524590163936
5486,0.38688524590163936
5174,0.38688524590163936
6621,0.38688524590163936
6313,0.38688524590163936
6435,0.38688524590163936
6970,0.38688524590163936
6310,0.38688524590163936
5932,0.38688524590163936
6877,0.38688524590163936
6763,0.38688524590163936
7085,0.38688524590163936
7049,0.38688524590163936
6959,0.9859154929577465
