Id,Predicted
5895,0.13254210758377424
7122,0.8205952380952382
6173,0.28421428571428564
6142,0.4527980599647266
5358,0.4167152677569345
6095,0.1560599647266314
6878,0.07542857142857143
6554,0.49509523809523814
6793,0.19260025062656638
7286,0.14888095238095236
6076,0.1234906204906205
5134,0.11444686948853616
5419,0.4877738095238095
6255,0.6301666666666668
5656,0.1428536155202822
6934,0.20621428571428566
6028,0.2906746031746031
6490,0.10233333333333335
6415,0.5528571428571428
7087,0.03292857142857143
5420,0.07054761904761904
5977,0.02820931537598204
6824,0.7118333333333333
5207,0.02755996472663139
7115,0.1533095238095238
7250,0.0389047619047619
6010,0.4520476190476191
6088,0.42171428571428565
5682,0.13010317460317464
7201,0.044833333333333336
6938,0.29333333333333333
6875,0.052595238095238105
5953,0.3460952380952381
5942,0.11146031746031747
5382,0.02983333333333333
6377,0.014709315375982041
5931,0.11727583584381833
5992,0.07254409171075837
5790,0.47566666666666657
6753,0.29828571428571427
6562,0.08547122013788683
7046,0.3553095238095238
5868,0.26157142857142857
5784,0.07482439474106141
5878,0.17320931537598203
5110,0.2884944885361551
5210,0.512547619047619
7230,0.0712857142857143
5005,0.23899999999999996
6871,0.14833333333333332
5363,0.7747619047619047
7253,0.12350000000000001
6055,0.12809171075837747
5072,0.1727202380952381
6913,0.025554112554112548
6386,0.2649799891466558
5634,0.033761904761904764
5758,0.25826190476190475
6819,0.09461904761904762
7088,0.08445363408521303
5039,0.6523809523809523
5532,0.4725476190476192
6037,0.013666666666666667
6322,0.07736948853615522
6887,0.13388095238095238
6660,0.0805
5451,0.17464383918550586
6014,0.10577677569344238
5556,0.34510342565167124
6346,0.11688391855058525
5850,0.24885714285714286
5940,0.30633333333333324
7119,0.11045238095238094
5253,0.41376190476190466
6851,0.9039047619047618
6695,0.2711190476190476
6908,0.29097619047619044
7255,0.10153030303030303
5674,0.18419047619047613
6278,0.06549354868653115
5486,0.22057142857142856
5174,0.6063333333333332
6621,0.03474458874458874
6313,0.06176277945576191
6435,0.17794425457583352
6970,0.15212554112554114
6310,0.10103471220137886
5932,0.11528813932980603
6877,0.22164411027568928
6763,0.14453030303030304
7085,0.10733333333333332
7049,0.09214285714285715
6959,0.6996904761904762
5214,0.4067380952380951
6350,0.3306034256516713
5063,0.5501709956709956
5041,0.20402380952380952
5086,0.17500000000000004
6942,0.02764935064935065
5270,0.09956729073395743
6705,0.06328571428571428
7051,0.19309126984126979
6758,0.2239285714285715
6249,0.20188391855058516
5808,0.01882836299502966
5377,0.25040476190476185
5446,0.10527425044091711
5856,0.8104047619047619
4986,0.3764999999999999
7001,0.056953634085213034
6677,0.3303571428571429
6665,0.07164935064935066
5817,0.9585238095238096
6984,0.1911969696969697
6541,0.11280455347122016
5117,0.1313337742504409
6097,0.2856190476190476
5389,0.3874285714285714
7219,0.031077922077922072
6338,0.31661948853615524
6922,0.3401904761904762
5367,0.307976631393298
5638,0.1393774250440917
5830,0.2799999999999999
5338,0.7936428571428573
6007,0.08433333333333336
6612,0.28169047619047616
5718,0.071671679197995
6104,0.10240856057522725
5229,0.26080952380952377
6625,0.511488095238095
5206,0.1982186147186147
5963,0.13499106140772807
4990,0.04952976190476191
6641,0.048833333333333326
5369,0.2616666666666667
6196,0.10391357310655555
5236,0.14345238095238094
5719,0.39112326692151256
5643,0.24900000000000003
7050,0.20131453634085214
6355,0.3752172518839185
6688,0.03217316017316017
6239,0.5419761904761905
5531,0.0867569344236011
6113,0.06823809523809525
7181,0.37142460317460324
6118,0.21461904761904763
7264,0.13986147186147188
5343,0.021653759820426485
5051,0.27544592963891207
5779,0.32704761904761903
6605,0.1653095238095238
6655,0.09417441330599224
6534,0.3382738095238096
5681,0.5549285714285714
6607,0.02961904761904762
6242,0.265
7242,0.18949999999999995
7277,0.1419484126984127
6675,0.0675952380952381
5398,0.3096666666666666
5956,0.27023312489979145
5731,0.38816666666666655
6956,0.13874458874458873
6437,0.6842857142857142
5447,0.8546904761904763
5973,0.3542619047619048
6075,0.831595238095238
5281,0.41445238095238096
5103,0.05672663139329806
6468,0.0865743947410614
7209,0.35176190476190483
5584,0.009345679012345679
4988,0.5723333333333332
6502,0.09377926297224544
5651,0.051953362995029666
4962,0.08677926297224543
5862,0.0765083774250441
7199,0.09908293460925041
6727,0.12225396825396824
7279,0.02819047619047619
6544,0.15981601731601736
5933,0.391547619047619
6574,0.10054264870931537
6399,0.009523809523809523
7187,0.06539682539682541
6353,0.08432478632478632
5043,0.3996428571428571
5469,0.11743589743589744
5976,0.2811666666666666
6059,0.49167460317460326
5799,0.47145238095238085
6147,0.38688095238095227
6254,0.2952936507936508
7100,0.2075064935064935
7147,0.10652380952380953
5909,0.1022207792207792
7037,0.1326017316017316
5782,0.15605455347122013
6237,0.7407142857142857
6552,0.1151552028218695
7067,0.08800649350649353
5320,0.28552380952380946
5930,0.14261407728074393
6486,0.44815314931981604
5245,0.05938095238095238
6643,0.06848769651401232
5260,0.17238095238095238
5569,0.6477619047619048
7110,0.16199206349206347
7139,0.03276691729323308
6791,0.34267857142857144
5360,0.06462637362637363
5287,0.41423809523809524
6553,0.1026904761904762
7072,0.025428571428571425
6044,0.5066190476190476
5332,0.05263788680455348
6866,0.10088888888888889
6633,0.044457393483709265
6926,0.11355912508544085
6442,0.1935
5889,0.15896012759170658
5765,0.29407142857142854
5124,0.22811904761904764
5491,0.5680555555555556
6730,0.20020238095238096
7151,0.05862554112554113
5140,0.47646472663139333
7171,0.055385964912280705
6568,0.35180952380952385
6861,0.08153030303030302
6855,0.02242857142857143
7129,0.39238095238095233
5384,0.12186750440917107
6859,0.20831077694235586
5772,0.10295238095238096
5665,0.21838095238095234
6495,0.14230455347122012
5061,0.24168496472663137
6948,0.2810757575757576
5773,0.21828311965811958
6052,0.08533774250440913
6682,0.6520952380952381
6083,0.10363059292883854
6962,0.1653690476190476
5158,0.0656904761904762
6464,0.13712554112554115
5172,0.15370877425044094
5582,0.03077425044091711
6136,0.1709791566458233
6235,0.21636633249791143
6508,0.4181428571428571
4968,0.35595238095238096
6632,0.03916666666666666
7195,0.24026190476190476
5525,0.3468621553884713
6320,0.25007142857142856
6766,0.045625541125541125
6872,0.2314112554112554
5906,0.06370783440081686
7172,0.03041125541125541
6571,0.13673809523809527
5616,0.13167460317460317
6312,0.14214285714285718
6470,0.33899999999999997
5147,0.1944761904761905
5501,0.15924502966169632
6436,0.5693809523809523
5699,0.18588095238095242
5313,0.06888690476190476
6234,0.00967756934423601
6569,0.18560614077280743
7202,0.07993506493506494
5683,0.1375138888888889
5034,0.07331601731601732
5435,0.5381491228070177
5815,0.08609523809523811
5589,0.4873571428571428
6746,0.17650649350649353
6790,0.12235714285714287
6857,0.004
6450,0.25659945739770307
7221,0.17573809523809522
5527,0.2142619047619047
5620,0.19660912698412691
6215,0.19723456790123453
7167,0.15357142857142858
5823,0.3495347122013788
6207,0.1535440917107584
6932,0.04659523809523809
5669,0.02958878678176924
5154,0.11471428571428571
7168,0.029321029847345637
5585,0.3203095238095237
7200,0.1052142857142857
6539,0.09993506493506493
5774,0.5235297619047619
6357,0.069
5042,0.24891208791208794
5015,0.24164285714285716
5354,0.341632646430892
6054,0.12043153759820427
7295,0.22105536568694475
5365,0.17667399267399272
6755,0.22576190476190475
5991,0.965547619047619
7035,0.03642857142857143
5893,0.4455238095238096
7164,0.03479346092503987
5304,0.142
5561,0.45497619047619053
5520,0.20966670885969121
5241,0.10635714285714286
7096,0.1303571428571429
6078,0.14268550585217252
5046,0.1577142857142857
5334,0.4026746031746032
6969,0.049
6821,0.25189411027568925
5760,0.04252677569344237
5614,0.3507936507936509
7091,0.04933834586466166
5698,0.4560421075837743
5169,0.1420238095238095
7294,0.0534812030075188
5318,0.23007142857142857
5368,0.030090267756934422
6923,0.02522077922077922
5463,0.16888095238095235
5265,0.3591190476190478
6321,0.12559171075837747
5226,0.2838160173160172
6868,0.08911904761904761
4967,0.8504523809523807
5293,0.1320970526387193
5865,0.3400317460317461
5841,0.04476190476190476
5526,0.03133333333333333
6852,0.03612554112554112
6469,0.42516666666666664
6168,0.0641696328362995
7292,0.045768170426065166
5036,0.15769642857142854
5644,0.48192460317460317
6856,0.19386363636363638
5428,0.4716552028218695
5027,0.09869047619047619
4989,0.38553113553113555
5221,0.2433809523809524
6402,0.3797142857142857
5346,0.1742857142857143
6748,0.17188095238095236
