Id,Predicted
5895,0.13221428571428573
7122,0.8723333333333332
6173,0.1816428571428571
6142,0.3260329670329671
5358,0.42221428571428565
6095,0.16150000000000003
6878,0.061119047619047615
6554,0.28283333333333344
6793,0.22419841269841265
7286,0.10054761904761902
6076,0.08147619047619047
5134,0.06826839826839827
5419,0.41745604395604397
6255,0.594857142857143
5656,0.12122444222444222
6934,0.2914588744588745
6028,0.2597380952380952
6490,0.09588815060908085
6415,0.31926190476190486
7087,0.05138744588744589
5420,0.09655411255411255
5977,0.025578626799557035
6824,0.6096666666666667
5207,0.1059047619047619
7115,0.19726190476190478
7250,0.05042857142857143
6010,0.3867586367880485
6088,0.5195000000000001
5682,0.10755411255411257
7201,0.08453030303030305
6938,0.2800238095238095
6875,0.05871428571428572
5953,0.38423809523809527
5942,0.12508512030605057
5382,0.031166666666666665
6377,0.05672148394241417
5931,0.17957142857142855
5992,0.15866666666666668
5790,0.4202142857142856
6753,0.3479999999999999
6562,0.05191845363938387
7046,0.5207142857142856
5868,0.3059112554112553
5784,0.1130375012584315
5878,0.1643809523809524
5110,0.24785714285714291
5210,0.32776984126984116
7230,0.04404761904761905
5005,0.23860317460317465
6871,0.19923809523809524
5363,0.7401031746031748
7253,0.19512554112554117
6055,0.19526190476190475
5072,0.19491125541125537
6913,0.05241196013289036
6386,0.20324725274725275
5634,0.05833333333333333
5758,0.3896428571428572
6819,0.10500000000000002
7088,0.06298268398268397
5039,0.5417222222222222
5532,0.42417460317460337
6037,0.0221078431372549
6322,0.15060892982986007
6887,0.09021428571428572
6660,0.14533982683982688
5451,0.14276839826839827
6014,0.12687083459176482
5556,0.34420416792509806
6346,0.1861183093392396
5850,0.309031746031746
5940,0.3324285714285714
7119,0.2043398268398268
5253,0.46882212885154056
6851,0.9280071982281284
6695,0.20773809523809525
6908,0.3648809523809524
7255,0.061523809523809515
5674,0.24696031746031746
6278,0.11904761904761907
5486,0.34754761904761894
5174,0.4847655677655677
6621,0.05207142857142857
6313,0.06719047619047619
6435,0.1927380952380952
6970,0.13247619047619044
6310,0.1843390885600188
5932,0.14598268398268396
6877,0.1551262458471761
6763,0.17638815060908083
7085,0.20097619047619047
7049,0.08626984126984126
6959,0.665531007751938
5214,0.2922586367880486
6350,0.5851068376068375
5063,0.6562777777777776
5041,0.15335714285714286
5086,0.08915654887747912
6942,0.05538095238095238
5270,0.05076190476190476
6705,0.07585714285714286
7051,0.21905777555777564
6758,0.113531007751938
6249,0.34244226316319337
5808,0.009031007751937985
5377,0.23462554112554113
5446,0.11873809523809525
5856,0.7797142857142858
4986,0.39861904761904765
7001,0.121
6677,0.2923095238095238
6665,0.0285
5817,0.9676666666666667
6984,0.2007517869727172
6541,0.06252380952380954
5117,0.123986346986347
6097,0.1839126984126984
5389,0.30847619047619046
7219,0.06661904761904762
6338,0.4689798534798536
6922,0.280578626799557
5367,0.24319767441860468
5638,0.1522482517482517
5830,0.13726190476190478
5338,0.7496428571428573
6007,0.2026428571428571
6612,0.32133333333333325
5718,0.08083333333333334
6104,0.08974725274725276
5229,0.20650000000000004
6625,0.6833095238095236
5206,0.12288095238095237
5963,0.16763273935366957
4990,0.05074458874458874
6641,0.037125541125541124
5369,0.36304761904761906
6196,0.10754761904761906
5236,0.2282857142857143
5719,0.42558158508158506
5643,0.32617682317682317
7050,0.2629761904761904
6355,0.5143160173160173
6688,0.05588095238095238
6239,0.509079365079365
5531,0.08689464411557436
6113,0.04282212885154062
7181,0.3929523809523809
6118,0.17890476190476193
7264,0.17741196013289035
5343,0.04802956475049498
5051,0.15666666666666668
5779,0.3987698412698412
6605,0.203
6655,0.09657142857142857
6534,0.4870274725274726
5681,0.4954603174603175
6607,0.05780952380952382
6242,0.2181666666666667
7242,0.21488888888888882
7277,0.23834348984348983
6675,0.11536507936507935
5398,0.34804761904761905
