Id,Predicted
5895,0.0811883116883117
7122,0.5979765512265514
6173,0.3050472582972584
6142,0.32733225108225106
5358,0.26766558441558436
6095,0.09346825396825396
6878,0.040428571428571425
6554,0.44951406926406917
6793,0.09499278499278498
7286,0.19890151515151516
6076,0.037992063492063494
5134,0.13945310245310244
5419,0.6480815295815296
6255,0.7380169552669552
5656,0.156982683982684
6934,0.268814935064935
6028,0.1722150072150072
6490,0.06595346320346321
6415,0.4706843434343434
7087,0.04590512265512265
5420,0.1483344155844156
5977,0.08732575757575757
6824,0.5785999278499279
5207,0.023149350649350645
7115,0.1588174603174603
7250,0.044833333333333336
6010,0.5208373015873017
6088,0.6317925685425686
5682,0.17435028860028862
7201,0.07836507936507937
6938,0.2554808802308802
6875,0.06143614718614719
5953,0.39202922077922087
5942,0.14940548340548343
5382,0.029893217893217895
6377,0.03577380952380952
5931,0.17134776334776336
5992,0.0935104617604618
5790,0.7749231601731603
6753,0.37494805194805203
6562,0.11330266955266957
7046,0.33958369408369404
5868,0.3523679653679653
5784,0.07890728715728713
5878,0.11183189033189032
5110,0.20635822510822513
5210,0.5801742424242424
7230,0.041821789321789316
5005,0.19899458874458872
6871,0.11525829725829723
5363,0.6723405483405485
7253,0.11532142857142856
6055,0.14073953823953825
5072,0.23818362193362191
6913,0.15720382395382398
6386,0.29231746031746036
5634,0.06372510822510823
5758,0.28275937950937946
6819,0.14953643578643577
7088,0.08987950937950938
5039,0.6036165223665225
5532,0.7038243145743144
6037,0.02135353535353535
6322,0.05288095238095239
6887,0.0575530303030303
6660,0.15212373737373738
5451,0.09053715728715728
6014,0.20253571428571424
5556,0.3511547619047619
6346,0.08108477633477634
5850,0.09067857142857144
5940,0.07741414141414141
7119,0.12682287157287153
5253,0.5073809523809527
6851,0.8286659451659452
6695,0.34076587301587297
6908,0.26501190476190467
7255,0.03204978354978355
5674,0.18694805194805195
6278,0.06937157287157288
5486,0.29816810966810975
5174,0.770892857142857
6621,0.04734126984126983
6313,0.11945165945165945
6435,0.15620165945165945
6970,0.1312334054834055
6310,0.10269047619047621
5932,0.14129545454545456
6877,0.29394913419913415
6763,0.26573160173160176
7085,0.2745699855699856
7049,0.13188672438672439
6959,0.6353142135642137
5214,0.23366089466089462
6350,0.3301392496392496
5063,0.7146616161616162
5041,0.2964588744588745
5086,0.20686832611832615
