"account_id";"date_trans";"balance";"date";"amount";"status"
1787;930322;1100.0;930705;96396;-1
1787;930421;11000.0;930705;96396;-1
1787;930521;16800.0;930705;96396;-1
1787;930620;20100.0;930705;96396;-1
1801;930213;700.0;930711;165960;1
1801;930228;702.9;930711;165960;1
1801;930228;19674.9;930711;165960;1
1801;930315;23374.9;930711;165960;1
1801;930316;31742.9;930711;165960;1
1801;930320;68316.9;930711;165960;1
1801;930331;68483.8;930711;165960;1
1801;930407;89045.8;930711;165960;1
1801;930413;120512.8;930711;165960;1
1801;930413;66212.8;930711;165960;1
1801;930414;43412.8;930711;165960;1
1801;930424;49042.8;930711;165960;1
1801;930428;77137.8;930711;165960;1
1801;930430;77379.8;930711;165960;1
1801;930430;71710.8;930711;165960;1
1801;930430;71696.2;930711;165960;1
1801;930505;70740.2;930711;165960;1
1801;930506;106447.2;930711;165960;1
1801;930509;103028.2;930711;165960;1
1801;930512;98861.2;930711;165960;1
1801;930514;61761.2;930711;165960;1
1801;930525;56061.2;930711;165960;1
1801;930531;56364.6;930711;165960;1
1801;930531;56350.0;930711;165960;1
1801;930603;48337.0;930711;165960;1
1801;930604;32437.0;930711;165960;1
1801;930605;31481.0;930711;165960;1
1801;930609;28062.0;930711;165960;1
1801;930612;23895.0;930711;165960;1
1801;930613;23795.0;930711;165960;1
1801;930623;33900.0;930711;165960;1
1801;930627;27300.0;930711;165960;1
1801;930630;27427.5;930711;165960;1
1801;930630;27412.9;930711;165960;1
1801;930705;26456.9;930711;165960;1
1801;930707;55627.9;930711;165960;1
1801;930709;52208.9;930711;165960;1
9188;930208;800.0;930728;127080;1
9188;930307;13510.0;930728;127080;1
9188;930310;17210.0;930728;127080;1
9188;930331;17258.6;930728;127080;1
9188;930331;17309.5;930728;127080;1
9188;930407;30019.5;930728;127080;1
9188;930409;27619.5;930728;127080;1
9188;930430;27699.9;930728;127080;1
9188;930430;27803.2;930728;127080;1
9188;930507;40513.2;930728;127080;1
9188;930509;30313.2;930728;127080;1
9188;930531;30402.5;930728;127080;1
9188;930531;30525.4;930728;127080;1
9188;930607;49590.4;930728;127080;1
9188;930608;34790.4;930728;127080;1
9188;930630;35035.8;930728;127080;1
9188;930630;34930.2;930728;127080;1
9188;930707;39743.8;930728;127080;1
9188;930707;47745.8;930728;127080;1
9188;930707;47679.8;930728;127080;1
9188;930708;34443.8;930728;127080;1
9188;930709;33972.8;930728;127080;1
9188;930712;32272.8;930728;127080;1
9188;930721;20272.8;930728;127080;1
1843;930130;1000.0;930803;105804;1
1843;930207;18632.0;930803;105804;1
1843;930301;22532.0;930803;105804;1
1843;930307;40164.0;930803;105804;1
1843;930331;40297.8;930803;105804;1
1843;930331;31697.8;930803;105804;1
1843;930407;49329.8;930803;105804;1
1843;930430;49462.7;930803;105804;1
1843;930430;37262.7;930803;105804;1
1843;930507;54894.7;930803;105804;1
1843;930530;39294.7;930803;105804;1
1843;930531;39450.5;930803;105804;1
1843;930607;65898.5;930803;105804;1
1843;930611;63098.5;930803;105804;1
1843;930613;56104.5;930803;105804;1
1843;930621;50404.5;930803;105804;1
1843;930629;39104.5;930803;105804;1
1843;930630;39305.8;930803;105804;1
1843;930630;39291.2;930803;105804;1
1843;930707;56923.2;930803;105804;1
1843;930713;49929.2;930803;105804;1
1843;930718;45629.2;930803;105804;1
1843;930729;34129.2;930803;105804;1
1843;930731;34307.3;930803;105804;1
1843;930731;34292.7;930803;105804;1
11013;930214;600.0;930906;274740;1
11013;930313;42844.0;930906;274740;1
11013;930316;35844.0;930906;274740;1
11013;930331;35921.1;930906;274740;1
11013;930413;78165.1;930906;274740;1
11013;930415;51865.1;930906;274740;1
11013;930430;52050.0;930906;274740;1
11013;930513;94294.0;930906;274740;1
11013;930515;59294.0;930906;274740;1
11013;930531;59527.1;930906;274740;1
11013;930613;92893.1;930906;274740;1
11013;930613;122893.1;930906;274740;1
11013;930614;60593.1;930906;274740;1
11013;930630;60847.9;930906;274740;1
11013;930713;103091.9;930906;274740;1
11013;930713;66391.9;930906;274740;1
11013;930714;41992.9;930906;274740;1
11013;930714;51491.9;930906;274740;1
11013;930731;42171.1;930906;274740;1
11013;930731;42201.1;930906;274740;1
11013;930810;41415.1;930906;274740;1
11013;930813;55159.1;930906;274740;1
11013;930813;83659.1;930906;274740;1
11013;930814;45660.1;930906;274740;1
11013;930821;40960.1;930906;274740;1
11013;930831;41112.9;930906;274740;1
11013;930831;41142.9;930906;274740;1
8261;930512;500.0;930913;87840;1
8261;930514;22459.0;930913;87840;1
8261;930531;22510.3;930913;87840;1
8261;930531;22564.6;930913;87840;1
8261;930611;24664.6;930913;87840;1
8261;930614;57602.6;930913;87840;1
8261;930630;57907.0;930913;87840;1
8261;930630;57779.1;930913;87840;1
8261;930711;42707.0;930913;87840;1
8261;930714;64666.0;930913;87840;1
8261;930731;64813.3;930913;87840;1
8261;930731;65069.9;930913;87840;1
8261;930810;43469.9;930913;87840;1
8261;930814;65428.9;930913;87840;1
8261;930831;65577.6;930913;87840;1
8261;930831;65847.8;930913;87840;1
8261;930909;43847.8;930913;87840;1
11265;930114;1000.0;930915;52788;1
11265;930205;8618.0;930915;52788;1
11265;930213;18418.0;930915;52788;1
11265;930228;18461.8;930915;52788;1
11265;930305;26079.8;930915;52788;1
11265;930315;25279.8;930915;52788;1
11265;930331;25372.3;930915;52788;1
11265;930405;32990.3;930915;52788;1
11265;930414;28190.3;930915;52788;1
11265;930430;28302.5;930915;52788;1
11265;930505;35920.5;930915;52788;1
11265;930514;29920.5;930915;52788;1
11265;930531;30042.1;930915;52788;1
11265;930605;41469.1;930915;52788;1
11265;930609;23549.1;930915;52788;1
11265;930609;20942.1;930915;52788;1
11265;930610;20436.1;930915;52788;1
11265;930613;24136.1;930915;52788;1
11265;930617;19136.1;930915;52788;1
11265;930630;19216.8;930915;52788;1
11265;930630;19231.4;930915;52788;1
11265;930702;14716.8;930915;52788;1
11265;930705;22334.8;930915;52788;1
11265;930709;19727.8;930915;52788;1
11265;930710;19221.8;930915;52788;1
11265;930713;22521.8;930915;52788;1
11265;930723;19041.8;930915;52788;1
11265;930725;18201.8;930915;52788;1
11265;930731;18272.4;930915;52788;1
11265;930731;18287.0;930915;52788;1
11265;930805;25890.4;930915;52788;1
11265;930809;23283.4;930915;52788;1
11265;930810;22777.4;930915;52788;1
11265;930812;28077.4;930915;52788;1
11265;930814;22557.4;930915;52788;1
11265;930815;18257.4;930915;52788;1
11265;930831;18324.0;930915;52788;1
11265;930831;18338.6;930915;52788;1
11265;930905;25942.0;930915;52788;1
11265;930907;22242.0;930915;52788;1
11265;930909;19635.0;930915;52788;1
11265;930910;19129.0;930915;52788;1
11265;930911;21029.0;930915;52788;1
5428;930414;1000.0;930924;174744;-1
5428;930418;36931.0;930924;174744;-1
5428;930419;84367.0;930924;174744;-1
5428;930430;84512.7;930924;174744;-1
5428;930514;53712.7;930924;174744;-1
5428;930529;76863.7;930924;174744;-1
5428;930531;105628.0;930924;174744;-1
5428;930531;105282.7;930924;174744;-1
5428;930531;53028.0;930924;174744;-1
5428;930605;58796.0;930924;174744;-1
5428;930613;54196.0;930924;174744;-1
5428;930613;43496.0;930924;174744;-1
5428;930613;34296.0;930924;174744;-1
5428;930629;26496.0;930924;174744;-1
5428;930630;26688.4;930924;174744;-1
5428;930630;26673.8;930924;174744;-1
5428;930708;17839.8;930924;174744;-1
5428;930712;12639.8;930924;174744;-1
5428;930713;18139.8;930924;174744;-1
5428;930724;9239.8;930924;174744;-1
5428;930731;9317.7;930924;174744;-1
5428;930731;9303.1;930924;174744;-1
5428;930812;16503.1;930924;174744;-1
5428;930812;20603.1;930924;174744;-1
5428;930814;29873.1;930924;174744;-1
5428;930826;26494.1;930924;174744;-1
5428;930830;21494.1;930924;174744;-1
5428;930831;21580.5;930924;174744;-1
5428;930831;21565.9;930924;174744;-1
5428;930905;16865.9;930924;174744;-1
5428;930911;17965.9;930924;174744;-1
5428;930921;58140.9;930924;174744;-1
10973;930420;8897.0;931013;154416;1
10973;930420;9297.0;931013;154416;1
10973;930430;9310.6;931013;154416;1
10973;930503;35034.6;931013;154416;1
10973;930515;60094.6;931013;154416;1
10973;930520;40894.6;931013;154416;1
10973;930531;41017.7;931013;154416;1
10973;930610;58641.7;931013;154416;1
10973;930619;42441.7;931013;154416;1
10973;930629;81539.7;931013;154416;1
10973;930630;81693.5;931013;154416;1
10973;930630;81723.5;931013;154416;1
10973;930704;72693.5;931013;154416;1
10973;930709;68993.5;931013;154416;1
10973;930710;54516.5;931013;154416;1
10973;930719;40716.5;931013;154416;1
10973;930731;40920.8;931013;154416;1
10973;930731;40950.8;931013;154416;1
10973;930811;70023.8;931013;154416;1
10973;930813;55623.8;931013;154416;1
10973;930818;36523.8;931013;154416;1
10973;930818;52323.8;931013;154416;1
10973;930831;36693.5;931013;154416;1
10973;930831;36723.5;931013;154416;1
